pH,Turbidity,TDS,DO,Temperature,EC,Chlorine,Nitrate,Quality
8.76,0.17,1470.88,6.32,21.87,1953.27,0.95,4.56,Unsafe
7.3,4.15,438.8,2.2,16.52,1310.97,1.04,13.39,Unsafe
6.55,5.6,999.72,3.37,28.8,301.27,0.71,13.2,Unsafe
7.57,5.19,668.63,3.44,28.51,1234.6,1.79,7.14,Unsafe
6.83,4.12,334.61,2.07,29.52,561.32,1.34,6.63,Unsafe
7.18,7.9,278.88,6.89,29.85,748.99,1.61,6.21,Unsafe
8.77,5.07,1080.52,7.03,17.38,443.37,0.2,9.52,Unsafe
6.54,6.4,420.58,7.72,32.18,1689.46,0.32,13.21,Unsafe
8.84,1.93,939.11,5.39,17.94,545.28,1.29,10.01,Unsafe
8.62,8.63,432.66,4.33,26.32,1257.98,0.14,4.91,Unsafe
5.78,3.69,735.36,6.68,30.94,1838.01,1.76,8.39,Unsafe
5.28,4.87,1139.26,7.27,35.0,1033.65,1.3,13.57,Unsafe
5.4,3.59,839.39,7.44,18.86,940.38,0.16,9.96,Unsafe
5.07,8.93,1320.07,5.64,20.8,1174.59,1.56,3.53,Unsafe
5.38,9.02,836.82,3.83,20.92,744.8,1.27,14.5,Unsafe
7.73,2.32,371.93,2.64,29.22,249.97,1.92,6.0,Unsafe
5.28,7.55,1355.94,5.49,25.19,711.08,0.6,0.51,Unsafe
6.28,1.12,685.07,4.29,22.91,295.63,0.41,0.64,Unsafe
8.38,0.4,1314.45,8.51,33.93,1141.64,0.99,14.21,Unsafe
5.09,8.38,425.34,8.87,26.5,164.66,1.03,14.89,Unsafe
8.26,1.4,990.64,2.14,31.71,1787.08,0.19,4.82,Unsafe
6.13,1.63,331.39,8.45,34.3,176.72,0.71,3.21,Unsafe
5.47,6.11,212.09,5.49,25.09,337.26,0.62,1.22,Unsafe
7.79,8.19,1498.45,6.96,33.05,1515.36,1.26,12.2,Unsafe
7.52,1.98,114.74,3.26,30.98,1821.39,1.55,7.05,Unsafe
8.51,1.23,927.75,8.11,34.95,1203.86,0.59,4.66,Unsafe
7.94,0.87,118.81,3.04,24.01,1090.58,1.49,4.55,Unsafe
8.21,0.35,872.43,7.19,15.43,1459.07,0.84,8.46,Safe
6.13,1.25,239.87,7.27,17.18,1743.42,1.36,5.33,Unsafe
5.71,9.43,1202.55,2.23,30.01,1719.28,1.24,4.65,Unsafe
8.0,1.04,509.79,6.11,31.27,1659.94,1.62,2.02,Unsafe
8.23,6.02,582.08,6.51,22.2,1498.2,1.32,11.03,Unsafe
8.96,9.22,453.24,7.38,17.31,333.61,0.45,3.84,Unsafe
6.65,6.32,259.5,6.63,29.18,1315.77,1.6,12.84,Unsafe
6.49,0.42,800.47,2.37,27.7,1024.6,1.41,6.87,Unsafe
8.11,6.0,726.74,5.36,16.1,258.16,0.86,13.67,Unsafe
6.36,9.04,855.2,7.76,25.95,409.0,0.11,6.32,Unsafe
8.72,3.29,976.26,6.2,19.95,1562.38,1.2,6.6,Unsafe
8.43,3.2,224.11,3.07,17.32,1767.13,1.15,8.37,Unsafe
6.72,2.56,678.91,3.19,18.63,1927.71,1.49,7.43,Unsafe
8.0,5.1,929.58,4.19,19.2,719.37,0.25,14.11,Unsafe
8.02,2.46,552.39,5.58,18.2,1883.11,0.91,0.21,Unsafe
5.41,7.27,367.98,4.31,18.64,159.78,1.18,1.78,Unsafe
8.61,6.48,948.82,3.34,25.77,1715.52,1.9,11.06,Unsafe
7.02,4.07,1105.78,6.28,15.9,1330.35,1.38,14.37,Unsafe
8.31,7.25,1150.84,7.74,20.96,1867.36,0.89,14.66,Unsafe
6.28,1.08,555.86,6.29,17.18,699.26,1.67,1.35,Unsafe
8.58,7.52,238.55,3.04,27.43,1061.91,0.92,7.42,Unsafe
6.56,6.07,1381.81,2.29,33.96,1583.85,1.49,7.04,Unsafe
5.04,6.34,1062.93,6.14,15.89,1513.7,1.11,10.11,Unsafe
8.62,0.74,1427.83,8.85,32.91,1602.43,0.39,2.13,Unsafe
5.37,6.22,303.8,3.32,30.3,664.34,1.97,6.88,Unsafe
6.28,4.99,1020.15,6.26,25.89,383.42,1.06,6.34,Unsafe
8.8,4.91,374.9,5.3,33.99,717.74,0.39,2.18,Unsafe
8.8,3.29,1313.01,7.84,19.41,1593.55,1.7,6.09,Unsafe
7.29,0.18,827.34,2.41,15.88,1065.97,1.36,9.64,Unsafe
7.53,4.28,845.74,5.06,30.67,1379.81,0.83,9.93,Unsafe
6.79,4.07,1403.03,4.1,17.46,1974.22,0.63,8.27,Unsafe
6.17,4.29,525.67,3.71,31.66,749.04,0.77,8.84,Unsafe
6.31,6.16,966.62,7.18,33.36,1178.22,1.48,7.19,Unsafe
7.69,3.07,302.05,3.42,19.97,517.95,0.4,0.38,Unsafe
8.01,2.77,608.45,4.54,32.26,995.01,0.85,7.35,Unsafe
8.17,5.03,372.66,8.24,25.67,1246.77,0.76,14.46,Unsafe
8.16,5.96,381.84,7.39,21.95,1390.31,0.15,0.97,Unsafe
5.36,5.72,1025.54,6.74,20.59,1209.9,0.99,14.39,Unsafe
6.98,8.83,501.08,4.57,30.7,1516.12,0.34,6.34,Unsafe
5.23,7.71,451.44,6.63,28.25,699.23,0.99,1.45,Unsafe
7.2,0.62,1231.22,3.12,31.87,1388.08,0.88,2.1,Unsafe
6.77,5.68,763.34,6.35,27.27,245.84,1.24,8.15,Unsafe
8.55,4.24,631.99,3.53,22.14,1245.92,0.85,8.13,Unsafe
6.4,3.67,1241.21,3.16,22.22,869.25,0.77,3.37,Unsafe
5.47,9.58,784.19,7.15,33.24,684.09,1.71,6.4,Unsafe
5.57,4.62,1240.92,7.72,28.35,373.41,1.95,2.5,Unsafe
8.05,7.22,545.86,7.92,31.85,1905.07,0.81,5.3,Unsafe
7.47,9.67,1446.68,2.49,30.24,1401.87,1.18,4.65,Unsafe
5.4,1.59,1393.12,2.91,19.07,1445.37,0.85,4.43,Unsafe
5.34,0.64,1253.04,8.31,24.09,1712.52,0.73,12.31,Unsafe
7.8,3.2,397.86,4.73,16.68,1881.32,0.27,2.39,Unsafe
5.29,0.54,1118.5,7.09,31.73,239.3,0.54,5.83,Unsafe
8.29,1.26,1244.65,4.36,26.19,1066.35,1.92,1.35,Unsafe
7.82,9.92,608.74,3.47,33.26,148.44,0.21,13.9,Unsafe
5.33,9.61,296.48,8.64,18.36,311.4,1.22,14.77,Unsafe
5.34,6.94,477.5,3.51,33.47,1207.36,1.79,0.82,Unsafe
8.95,7.55,919.85,6.35,32.74,1948.41,0.17,7.77,Unsafe
6.5,1.49,452.49,4.35,18.22,1362.32,0.73,4.61,Unsafe
6.48,5.99,1026.29,8.49,30.25,1324.72,0.59,14.2,Unsafe
8.25,1.63,648.61,7.71,24.41,992.93,0.44,1.85,Safe
8.79,3.85,415.82,3.82,20.28,1360.26,0.59,14.31,Unsafe
8.94,3.52,958.38,4.87,33.43,198.28,1.95,2.69,Unsafe
8.01,6.18,203.28,5.78,30.91,570.57,0.77,9.79,Unsafe
6.51,0.89,974.77,2.28,18.28,629.83,1.8,1.58,Unsafe
5.33,1.12,1464.16,4.17,34.02,922.42,0.26,11.28,Unsafe
8.11,6.14,1096.0,6.61,25.56,1040.93,0.87,2.01,Unsafe
7.23,6.4,559.31,2.46,25.96,1627.12,1.71,7.41,Unsafe
6.7,3.46,1361.8,4.13,28.39,1320.28,1.95,6.69,Unsafe
8.63,1.55,838.98,6.6,23.41,1216.93,0.64,10.62,Unsafe
5.44,8.87,839.75,3.64,22.39,229.19,0.79,7.74,Unsafe
6.97,0.62,629.64,3.59,30.19,1893.13,1.5,13.32,Unsafe
5.05,7.2,173.1,3.41,24.81,853.59,1.38,8.65,Unsafe
6.87,1.49,477.94,7.61,26.56,1428.86,0.63,10.64,Unsafe
5.23,6.41,1245.62,7.38,22.14,803.52,0.78,5.27,Unsafe
5.48,6.67,463.64,7.07,26.85,1418.6,0.57,12.91,Unsafe
5.47,8.06,677.31,7.75,28.2,768.44,1.06,10.29,Unsafe
7.6,4.01,987.59,2.91,19.99,905.79,1.1,8.15,Unsafe
7.98,0.32,495.39,6.74,33.44,194.85,1.15,3.53,Unsafe
7.33,8.13,1236.57,5.42,25.22,179.18,1.44,7.88,Unsafe
8.85,4.5,1358.21,4.17,22.41,1078.19,1.02,4.24,Unsafe
6.5,8.49,186.37,4.65,28.94,1964.86,0.12,4.13,Unsafe
6.14,7.78,904.43,5.55,33.79,787.6,0.74,1.93,Unsafe
8.47,5.03,589.2,4.87,25.9,326.45,1.35,6.94,Unsafe
5.89,9.99,876.06,3.05,21.62,248.66,0.45,6.29,Unsafe
8.85,4.67,865.55,6.01,28.27,1090.97,1.13,7.95,Unsafe
5.05,7.0,113.98,2.33,33.43,1573.18,0.25,6.63,Unsafe
8.88,6.73,1007.84,3.65,18.61,1555.1,1.13,11.96,Unsafe
5.17,5.23,402.29,7.38,25.69,1224.02,1.5,4.51,Unsafe
8.56,5.89,882.77,4.05,19.43,745.9,1.03,5.22,Unsafe
7.11,8.01,1353.54,8.57,25.66,1877.51,1.97,4.0,Unsafe
8.97,5.76,369.2,7.86,30.53,1335.1,1.77,3.05,Unsafe
5.3,4.56,478.23,4.69,31.07,564.62,0.73,13.24,Unsafe
7.22,6.65,189.11,8.3,15.72,1120.58,0.71,2.79,Unsafe
8.88,0.45,788.44,3.19,21.02,826.15,1.73,4.24,Unsafe
7.09,1.18,1318.14,3.39,19.09,1506.72,0.85,13.23,Unsafe
7.52,1.34,862.73,7.86,20.78,303.73,0.17,1.82,Safe
7.78,4.32,593.47,7.77,24.25,692.63,0.84,3.59,Safe
6.82,8.73,1368.14,7.23,16.4,1223.37,0.21,9.45,Unsafe
7.51,6.47,845.18,7.53,24.82,704.29,0.17,5.43,Unsafe
7.34,9.73,1463.18,5.93,29.67,1492.27,0.92,13.67,Unsafe
8.6,0.5,1150.32,2.54,24.94,249.2,1.52,9.23,Unsafe
5.18,7.25,1375.87,8.26,28.02,731.82,1.9,14.4,Unsafe
6.12,3.21,1007.64,2.92,30.54,506.92,1.87,10.78,Unsafe
8.8,0.33,1485.1,3.2,33.63,273.57,1.92,13.14,Unsafe
8.56,8.28,835.6,7.55,31.85,1791.2,0.2,5.55,Unsafe
6.82,1.71,996.84,2.36,31.99,561.17,0.71,11.92,Unsafe
7.48,2.22,287.9,5.44,21.23,1441.89,0.65,3.26,Safe
6.11,3.47,1411.42,3.87,22.14,598.41,0.37,2.93,Unsafe
5.75,7.9,568.98,4.38,20.74,467.51,1.66,9.19,Unsafe
6.85,6.28,1031.06,4.72,32.09,1719.09,0.92,6.42,Unsafe
6.41,2.72,604.74,3.22,22.71,1436.25,1.18,11.87,Unsafe
7.33,1.77,1339.27,7.64,15.17,1218.4,0.65,14.19,Unsafe
5.31,1.18,254.5,4.0,16.84,693.78,1.41,12.25,Unsafe
8.9,1.58,1362.07,4.86,17.53,1443.69,1.68,5.77,Unsafe
8.94,8.69,976.0,2.53,16.17,1417.2,1.38,10.85,Unsafe
7.79,9.23,1439.11,2.68,26.74,1325.3,1.38,12.49,Unsafe
7.14,9.68,805.03,6.17,16.6,767.43,1.62,4.88,Unsafe
6.24,8.36,790.53,4.97,28.05,789.97,1.95,3.0,Unsafe
8.26,8.89,602.28,5.42,20.0,432.66,0.82,4.37,Unsafe
7.74,8.18,560.6,6.19,30.53,1173.39,0.97,9.52,Unsafe
5.65,9.58,272.66,7.97,27.34,1296.77,1.02,7.73,Unsafe
8.64,8.47,558.21,3.65,33.0,1436.3,0.43,13.76,Unsafe
8.29,4.67,952.76,2.3,24.28,1685.52,1.49,10.99,Unsafe
8.8,3.3,218.18,5.48,22.83,206.62,1.49,10.27,Unsafe
7.9,5.88,360.34,5.99,21.57,843.26,0.37,6.93,Unsafe
7.45,6.12,1303.92,2.31,18.64,1525.5,0.62,0.45,Unsafe
6.67,5.79,227.79,2.92,21.67,1071.65,0.4,3.42,Unsafe
8.73,7.1,437.8,8.14,15.17,1613.76,1.29,1.31,Unsafe
8.46,7.02,105.32,2.09,33.24,1957.58,1.2,6.78,Unsafe
5.18,0.96,1106.32,7.58,34.47,566.7,1.25,13.28,Unsafe
5.11,2.93,1291.18,6.9,33.04,1813.02,1.54,7.15,Unsafe
6.51,8.91,1331.35,8.68,16.4,304.75,1.74,2.01,Unsafe
8.24,5.94,1360.28,3.6,17.84,279.45,1.26,1.68,Unsafe
8.95,3.35,665.08,3.52,31.55,1832.38,0.52,7.56,Unsafe
5.6,8.52,883.31,5.74,24.96,457.19,1.77,14.41,Unsafe
7.38,2.57,1048.85,5.39,16.19,756.9,1.82,14.42,Unsafe
6.52,4.15,1380.5,6.6,21.5,312.81,1.76,10.33,Unsafe
8.88,2.83,1215.03,6.8,22.29,1174.83,1.63,1.36,Unsafe
8.37,8.73,784.72,2.39,27.84,161.76,0.56,6.76,Unsafe
8.35,7.31,813.61,6.16,16.28,1617.65,1.15,13.78,Unsafe
6.87,4.66,570.83,6.79,33.06,869.89,0.11,13.99,Unsafe
6.66,9.33,116.32,4.84,16.77,314.01,1.29,2.58,Unsafe
6.09,9.28,302.12,8.25,22.6,1503.17,0.92,0.64,Unsafe
5.23,7.14,564.3,5.21,15.76,1500.88,0.46,10.99,Unsafe
8.46,8.93,948.26,7.42,26.91,723.8,1.63,7.22,Unsafe
8.25,7.22,1099.65,2.68,32.96,1364.69,1.45,9.23,Unsafe
9.0,6.32,1347.42,8.6,32.52,1173.76,1.88,13.84,Unsafe
8.99,4.27,876.32,5.39,24.13,1287.71,0.95,13.54,Unsafe
7.22,2.81,651.8,3.32,19.3,876.85,1.53,3.02,Unsafe
8.08,0.7,1067.96,2.75,19.1,1843.86,0.19,13.53,Unsafe
8.78,8.03,648.61,5.48,17.76,259.86,0.72,13.77,Unsafe
8.4,1.31,251.87,3.34,26.08,499.87,1.1,8.07,Unsafe
5.99,4.16,105.76,3.66,19.07,489.92,0.85,7.71,Unsafe
6.8,2.42,1091.75,2.35,24.33,1472.25,1.48,8.59,Unsafe
5.52,4.6,1358.73,8.47,34.45,211.92,0.17,12.35,Unsafe
8.82,3.22,1049.31,4.77,17.67,1724.53,0.29,6.43,Unsafe
7.42,8.31,138.58,7.63,21.69,1551.35,0.32,13.89,Unsafe
5.91,9.78,407.15,7.59,30.5,1027.37,0.94,14.31,Unsafe
7.69,9.42,1424.92,7.28,22.91,887.84,1.3,11.94,Unsafe
7.47,6.26,1093.58,7.67,26.3,1016.87,1.74,2.14,Unsafe
6.43,9.79,1132.44,2.16,15.67,1510.6,1.0,10.51,Unsafe
5.45,4.07,1228.85,6.99,17.05,1192.93,0.54,9.16,Unsafe
7.69,5.27,1377.62,7.56,25.89,179.62,1.95,8.41,Unsafe
7.08,2.64,714.88,4.69,16.29,1914.56,1.79,14.66,Unsafe
8.09,8.99,702.2,5.61,32.33,295.56,1.21,12.36,Unsafe
7.08,1.88,132.33,7.73,31.9,890.75,1.6,10.68,Unsafe
8.41,6.14,1412.02,8.47,15.04,1974.34,1.57,2.84,Unsafe
7.21,8.01,282.72,4.94,16.29,1703.71,0.47,4.68,Unsafe
7.24,5.99,730.94,4.32,30.68,712.66,0.65,12.63,Unsafe
8.51,0.88,940.06,3.35,28.97,1146.54,0.36,7.36,Unsafe
6.61,6.15,1491.21,3.59,16.72,1829.9,0.81,9.07,Unsafe
5.54,7.69,659.0,4.22,19.14,1281.84,1.69,0.43,Unsafe
5.12,1.96,1036.2,2.19,20.4,813.22,2.0,2.54,Unsafe
8.02,7.4,1433.75,7.81,26.35,689.64,0.37,4.33,Unsafe
7.48,8.8,900.07,8.07,21.27,670.41,0.47,11.59,Unsafe
7.82,9.87,848.08,2.74,19.37,523.07,1.84,8.26,Unsafe
5.85,4.16,902.25,7.77,21.01,1978.75,0.36,0.14,Unsafe
5.55,0.35,1245.01,6.33,34.45,1452.15,1.67,10.77,Unsafe
5.06,4.25,159.6,4.04,22.62,150.94,1.07,13.35,Unsafe
6.4,6.64,1164.16,3.23,29.36,1818.82,0.42,5.03,Unsafe
7.36,8.92,341.16,7.96,23.52,466.27,0.81,11.99,Unsafe
6.57,9.39,1174.14,7.98,16.79,1948.96,1.4,7.57,Unsafe
6.75,9.1,1220.08,5.53,17.4,1488.56,0.75,13.95,Unsafe
8.62,6.61,976.62,8.66,23.95,263.74,1.91,2.31,Unsafe
6.39,6.86,714.77,6.07,31.44,1639.16,0.42,10.89,Unsafe
7.06,0.12,1125.49,5.31,20.32,1121.89,0.96,4.02,Unsafe
8.13,3.7,126.68,3.3,25.79,705.6,1.46,7.46,Unsafe
6.59,9.08,1008.23,3.11,27.99,771.63,1.41,14.19,Unsafe
7.49,6.93,425.26,3.57,33.68,850.16,1.1,14.55,Unsafe
8.45,4.73,1024.62,8.36,24.29,1732.23,1.73,6.49,Unsafe
8.8,1.13,292.87,3.64,21.68,1752.36,1.88,3.03,Unsafe
5.59,2.54,351.39,8.35,27.05,135.83,1.44,11.13,Unsafe
8.71,5.59,732.52,7.3,20.94,1422.91,0.73,11.34,Unsafe
6.97,8.99,841.93,5.61,22.57,969.83,1.97,7.98,Unsafe
6.03,1.05,682.84,4.71,23.04,1816.2,0.92,10.59,Unsafe
6.84,1.62,955.52,3.43,23.45,1770.18,0.61,0.55,Unsafe
8.92,6.58,174.84,6.51,17.71,1670.61,0.62,8.51,Unsafe
6.97,3.01,370.64,8.81,17.13,205.88,0.59,4.67,Safe
6.32,1.78,105.13,8.21,23.25,453.7,0.34,12.17,Unsafe
7.53,1.87,892.49,4.04,16.58,1123.02,0.27,1.56,Unsafe
5.96,4.98,1066.92,8.89,24.09,1144.66,0.88,4.12,Unsafe
5.3,5.88,777.06,7.59,33.9,1502.03,1.32,9.88,Unsafe
5.52,9.05,745.72,6.73,26.66,404.73,0.45,12.04,Unsafe
5.51,5.35,696.02,2.73,15.21,921.39,1.15,6.45,Unsafe
5.61,6.94,570.36,7.52,24.8,1330.58,0.99,14.27,Unsafe
5.56,1.89,923.6,2.75,17.2,1718.08,1.73,7.28,Unsafe
7.56,7.16,108.59,5.49,24.34,199.12,1.19,1.03,Unsafe
5.73,6.52,933.66,7.46,34.49,1830.32,0.46,14.88,Unsafe
6.38,2.24,785.83,2.88,33.95,470.46,0.21,12.92,Unsafe
8.59,6.73,975.72,8.28,23.48,1730.09,1.3,13.83,Unsafe
6.9,2.19,1296.2,8.41,33.46,1477.22,2.0,6.31,Unsafe
7.67,5.98,1260.21,6.39,16.27,476.16,0.24,9.22,Unsafe
5.69,6.72,1229.94,7.06,18.08,1417.46,1.2,2.27,Unsafe
5.77,6.96,676.08,4.97,18.84,1641.67,1.52,10.62,Unsafe
5.16,9.1,645.93,4.5,16.07,1935.85,0.6,9.62,Unsafe
5.68,9.48,389.62,7.45,27.29,1958.86,1.47,3.26,Unsafe
6.11,8.12,144.35,3.12,26.61,1125.29,0.54,10.7,Unsafe
5.71,8.8,807.22,5.96,26.64,106.53,0.4,3.33,Unsafe
5.35,0.29,1464.6,5.51,20.25,1077.13,0.69,11.78,Unsafe
5.48,3.69,1153.04,7.22,28.09,156.11,1.14,13.88,Unsafe
6.84,0.49,866.47,7.94,15.96,1362.8,1.87,6.15,Unsafe
5.83,2.33,517.27,6.51,19.58,1609.42,1.41,5.82,Unsafe
6.46,3.88,270.6,8.53,33.98,1318.15,1.64,12.21,Unsafe
7.01,8.69,469.32,5.04,15.29,656.18,0.78,4.71,Unsafe
7.76,5.17,847.95,7.9,17.5,113.2,1.13,2.32,Unsafe
5.16,6.52,973.68,3.32,34.41,1586.09,1.78,6.76,Unsafe
8.2,3.69,612.3,2.03,31.15,301.17,1.56,7.16,Unsafe
7.51,6.07,246.87,6.41,29.29,1503.59,1.1,1.16,Unsafe
5.33,8.17,468.1,3.25,34.12,1423.75,1.27,12.24,Unsafe
8.49,3.08,459.84,8.84,18.54,1974.52,1.28,0.69,Unsafe
8.68,9.33,849.16,2.45,24.26,180.36,0.93,12.55,Unsafe
5.24,2.21,244.64,5.91,18.5,602.64,0.61,1.07,Unsafe
6.11,9.2,503.49,8.09,29.83,561.32,0.31,0.44,Unsafe
8.22,0.38,581.04,6.14,32.0,1581.86,0.51,11.5,Unsafe
7.99,5.47,838.12,5.42,32.24,1996.15,1.73,14.39,Unsafe
5.74,9.85,518.21,5.51,23.58,344.68,1.12,4.38,Unsafe
5.84,6.14,309.79,3.09,30.81,1296.75,0.25,13.54,Unsafe
6.48,5.59,135.66,5.04,34.13,318.37,0.7,6.66,Unsafe
6.94,6.86,342.22,8.55,27.38,156.92,0.9,2.61,Unsafe
7.47,2.96,1254.63,2.25,32.06,718.02,0.35,14.29,Unsafe
6.48,0.63,590.39,6.56,30.52,164.75,0.9,14.72,Unsafe
6.85,2.59,854.57,6.54,21.37,709.54,0.52,9.63,Safe
7.99,1.84,786.03,8.48,33.26,1650.48,0.53,2.76,Unsafe
5.15,9.24,486.78,2.8,31.88,1157.09,1.39,13.38,Unsafe
6.01,8.54,1280.86,6.89,19.81,1672.55,0.98,6.58,Unsafe
7.85,3.25,1414.09,7.89,16.5,778.41,1.17,12.56,Unsafe
8.58,8.38,397.34,2.77,25.19,1426.35,1.01,4.55,Unsafe
7.05,2.2,1230.4,3.92,19.03,830.23,1.69,2.95,Unsafe
7.13,2.08,1158.11,5.96,24.85,1045.15,1.8,10.22,Unsafe
5.43,7.7,1273.58,2.05,32.52,1742.74,0.61,11.68,Unsafe
6.79,3.34,672.41,2.71,16.43,1106.98,1.46,2.14,Unsafe
7.13,0.74,1060.77,2.34,17.88,139.99,0.18,1.95,Unsafe
5.97,7.23,366.02,2.02,18.43,1729.29,0.78,12.74,Unsafe
6.08,9.9,1455.37,6.05,31.76,991.39,0.54,5.01,Unsafe
6.51,5.7,1111.77,5.63,16.74,839.0,1.77,13.62,Unsafe
5.08,2.71,207.13,5.32,21.22,1061.07,1.6,11.32,Unsafe
6.29,3.79,1329.19,8.8,15.77,414.28,0.34,13.58,Unsafe
5.85,6.52,1442.7,5.86,30.45,298.56,0.53,9.61,Unsafe
6.31,7.04,567.1,8.66,27.82,798.59,1.71,13.16,Unsafe
5.48,8.87,854.46,6.2,18.68,517.97,1.2,8.98,Unsafe
8.56,9.1,1488.7,6.46,19.61,916.4,0.33,13.42,Unsafe
7.37,8.63,731.32,2.78,17.37,1563.57,0.25,7.56,Unsafe
7.72,6.52,1032.02,4.95,25.26,719.9,1.64,13.95,Unsafe
8.16,4.55,733.43,7.9,16.97,731.82,0.24,10.04,Unsafe
6.99,6.83,205.93,7.93,18.35,1711.18,0.89,7.37,Unsafe
5.35,6.7,813.39,7.83,24.94,1514.28,1.93,6.76,Unsafe
7.15,2.26,1257.46,6.38,29.69,732.99,1.94,14.05,Unsafe
7.35,5.12,158.12,5.22,20.63,1788.66,0.16,13.54,Unsafe
7.98,2.16,717.4,6.94,19.47,815.12,0.1,2.15,Safe
6.73,9.0,1251.19,4.49,30.09,665.37,1.97,0.67,Unsafe
5.51,3.3,594.8,4.16,20.06,1145.14,0.97,11.08,Unsafe
6.14,8.07,1468.36,7.48,28.83,1355.11,1.04,14.66,Unsafe
6.45,3.83,636.46,4.24,25.32,1273.49,1.98,9.02,Unsafe
7.58,7.66,1196.41,3.16,25.12,1556.09,1.28,8.95,Unsafe
7.28,2.29,443.81,8.83,24.65,1578.23,1.06,2.58,Unsafe
6.42,7.66,565.33,5.62,16.59,850.23,1.45,7.02,Unsafe
8.95,1.88,1109.45,3.98,34.32,429.26,1.31,1.59,Unsafe
7.42,4.96,179.85,5.14,24.34,936.77,0.92,13.8,Unsafe
5.95,1.22,231.29,3.12,23.39,1959.34,1.26,8.63,Unsafe
5.41,5.33,473.48,4.02,16.89,1678.49,0.31,12.44,Unsafe
5.61,8.23,451.1,5.1,23.27,1784.07,1.86,1.9,Unsafe
5.98,7.58,192.45,3.33,29.91,1336.69,0.19,9.8,Unsafe
5.64,0.6,1460.63,6.85,19.15,1183.72,0.38,8.4,Unsafe
5.75,4.97,510.94,2.98,28.42,314.96,0.43,0.9,Unsafe
6.14,8.54,1111.53,8.07,29.96,226.47,1.65,11.65,Unsafe
5.69,6.54,650.25,6.92,27.46,297.04,1.27,11.72,Unsafe
8.59,0.69,1487.34,5.7,34.52,1270.93,0.12,4.28,Unsafe
5.32,3.32,296.51,7.78,23.76,1339.52,1.93,14.13,Unsafe
7.1,5.61,624.03,2.38,21.14,1041.15,1.91,7.85,Unsafe
6.64,1.81,704.39,6.82,15.69,1912.64,1.56,4.13,Unsafe
8.93,6.85,1104.24,3.3,19.93,1474.65,0.17,0.48,Unsafe
5.45,6.38,794.41,4.0,29.1,1925.29,0.47,13.7,Unsafe
6.59,2.1,1150.44,4.79,21.12,107.26,1.32,13.7,Unsafe
8.88,5.55,1277.72,5.7,21.17,1387.62,1.54,4.53,Unsafe
8.46,8.14,504.9,7.3,29.18,713.54,1.7,13.31,Unsafe
8.27,3.81,1225.48,3.51,26.56,1889.46,1.93,1.14,Unsafe
6.03,2.55,788.15,6.04,23.62,237.74,1.19,12.45,Unsafe
5.68,7.04,207.15,3.87,16.2,279.7,0.84,9.67,Unsafe
7.67,0.8,515.84,3.07,17.69,278.59,0.68,11.44,Unsafe
8.72,8.34,1224.09,8.4,24.08,417.59,0.76,4.65,Unsafe
7.23,9.44,644.49,5.29,26.78,245.71,1.82,3.41,Unsafe
7.29,9.65,230.57,3.34,22.94,1070.75,0.91,11.52,Unsafe
6.12,4.38,993.69,7.77,19.73,315.63,1.75,12.29,Unsafe
8.08,6.27,1290.42,4.23,31.85,241.31,0.94,1.12,Unsafe
5.75,8.59,286.0,2.91,29.37,158.8,1.71,14.5,Unsafe
6.29,2.31,860.21,2.43,33.06,1238.99,1.3,0.25,Unsafe
6.7,0.37,390.87,4.34,33.35,1731.85,0.2,0.36,Unsafe
7.03,3.91,572.86,7.94,28.11,1433.68,1.66,14.23,Unsafe
5.97,8.86,679.47,5.02,22.89,1251.19,0.42,14.95,Unsafe
5.46,5.1,107.31,3.22,24.52,267.25,1.64,1.93,Unsafe
7.44,5.35,597.99,4.08,16.3,1115.97,1.68,1.52,Unsafe
6.15,6.95,533.17,2.84,17.33,986.26,0.66,4.55,Unsafe
7.32,5.79,1035.72,6.75,20.22,1925.63,1.99,4.17,Unsafe
5.62,0.64,1332.14,3.24,18.33,1653.86,1.07,5.19,Unsafe
6.92,5.65,247.36,5.1,17.33,345.1,0.4,6.73,Unsafe
7.13,6.51,775.95,2.25,24.02,1121.99,1.42,0.16,Unsafe
5.21,6.45,487.36,6.59,25.8,389.13,0.63,12.47,Unsafe
6.35,7.31,1482.52,4.1,31.39,480.71,0.37,4.97,Unsafe
5.54,5.25,1192.48,3.26,25.25,1809.21,1.65,7.35,Unsafe
5.25,9.01,265.0,6.91,24.48,1961.31,1.61,1.37,Unsafe
8.96,4.7,616.36,5.26,21.43,621.15,0.16,0.29,Unsafe
6.29,5.23,255.64,6.85,31.07,431.82,0.68,7.82,Unsafe
8.24,7.83,1201.84,5.15,28.41,217.58,1.95,4.95,Unsafe
6.02,8.35,781.92,3.14,18.59,426.66,1.38,9.54,Unsafe
7.73,6.52,1006.2,6.12,25.62,1257.88,1.58,13.88,Unsafe
8.04,1.35,904.83,8.21,18.18,1696.81,1.0,0.57,Unsafe
7.38,3.39,355.64,7.54,29.13,207.67,1.09,13.9,Unsafe
6.89,0.3,118.19,4.86,21.2,1410.05,0.13,8.33,Unsafe
6.65,3.02,1318.32,7.9,25.5,737.65,1.5,6.74,Unsafe
6.4,5.75,229.29,2.24,15.33,1312.95,0.52,12.72,Unsafe
8.72,8.07,1208.05,7.37,32.18,411.93,1.45,10.25,Unsafe
8.32,5.9,368.06,6.89,22.91,164.7,1.75,14.0,Unsafe
